,review,rating,sentiment
268," This site is heavenly. The owners, a French couple, have renovated the cabins, which are beautifully decorated and very comfortable. It is a place away from the ""madding crowd"" with a large private beach. The",5,1
269," Absolutely loved this hotel. Fantastic location, extremely nice staff, great range of activities and the chef has lost a star chef. Seldom eaten so well. One of my nicest vacations. Highly Recommended",5,1
270," Beautiful place to spend your holidays and get away from stress to take a breath of fresh air. Several activities will be offered: snorkeling, fishing, water sports, cruises ... Simply beautiful",5,1
271,"(Translated by Google) WONDERFUL STAY
Simply beautiful, it is the ideal destination to find paradise on earth. But …",4,1
272," A heavenly place, unique and very quiet to recommend. Destination to advise in Majunga.",5,1
273,"(Translated by Google) An idyllic stay and closer to nature to refocus on yourself!
It feels like cut off from the world on this site admiring the calm. The fauna …",5,1
274," Honeymoon lived at the lodges of the white lands. With my fiancee, we had the impression on a desert island. Several activities are proposed to the lodges and damages that we could not test them all. But many places",5,1
275,"Very good place.
Need to improve wifi (internet) for professional",5,1
276,"Great scenery, friendly staff in general, clean room with a functioning fridge in the family room. …",3,0
277,"I went there twice before New Year's eves of 2019 and 2020. My kids loved the pool and the lemurs jumping happily from one tree to another. We all loved the menu, fresh seafood and delicious fish. We had a nice view of the bay from the …",3,0
278,Beautiful and charming resort with magnificent viewpoints. Staff is hospitable and kind. Access by the road a tad bit adventurous in the rainy season but well worth it.,5,1
279,"Awesome place, nice friend staff , good food ...
Recommend for visit and choose 4x4 wheel drive because in rains you car me stuck in the road ,",5,1
280,"This place is awesome. Great staff, wonderful views and mouse lemurs all over!",5,1
281,"We went to this hotel and got the largest villa. Unfortunately the experience was destroyed by bed bugs or some similar insect that infested our room and delivered hundreds of bites. Management refused to refund the room cost. Kids missed school, weeks of itching, medical costs, and overall bad experience. Hotel is very beautiful tho.",2,0
282,"Great place
Nice view
Nice food too.....",3,0
283,Nice environment and staff,4,1
284,Enjoy,5,1
285,"We had an amazing stay at this wonderful eco beach resort. Rooms are spacious and very well kept. Housekeeping excellent. All very clean. Staff is great and we did two excursions with the hotel‘s boat.
I highly recommend this lodge.",5,1
286,"A pristine Indian Ocean beach.
Shared with 7 guests and a fishing village.
Glamping in an eco lodge 50 metres from the water line. …",5,1
287,Best experience ever - had an amazing time there!!!,5,1
288,Very good! Highly recommended,5,1
289,Best experience ever!,5,1
290,Thank you!,5,1
291, Very dirty hotel. A dozen insects under the blanket. I haven't closed an eye of the night. My neighbor found a scorpion in his bed.,1,0
292, The best of Madagascar. Heavenly!,5,1
293, Best hotel and beach,5,1
294, Heavenly,5,1
295,Most beautiful place on earth <3,5,1
296,Great hotel choice on Ile Aux Nattes. The hotel can only be reached by pirogue rowed by a local which is a nice experience. I was the only person at the resort for three full days when I went and they accommodated every need that I had. …,5,1
297,Beautiful retreat. A place to relax. 10 meters from the bungalow to the beach. Tasty meals. Kayaks (simple ones) free to use. Good massages. Lemurs present. Whale watching tours organised from the place. (only the weather could have been better; we spent there 2 nights in July 2016).,5,1
298,"Beatiful lodge on beatifull island. Bungalows are clean and staff iare very friendly and helpfull. The only not so good thing is that sea is very shallow in this area. But what the heck, very close to Les Lemuriens are amazing beaches.",5,1
299,Amazing place.,5,1
300,Superb!!,5,1
301,"(Translated by Google) Magical, very attentive staff, wonderful view.
The atmosphere is very cozy, you can only feel happy there …",5,1
302," Perfect hotel to enjoy a beautiful lagoon, we appreciated the welcome and the diversity of the menus which were excellent",5,1
303,"(Translated by Google) We spent two days at the lemurs in 09/2019 and we enjoyed being in this place far from everything and wild.
We were able to appreciate the welcome of the staff and the availability of the …",4,1
304," Superb place, very nice staff, Erica welcomed us very well, consumed 45000 ar between dinner and breakfast ... we paid 70000 aria for meals half board ... look for the mistake! We wanted explanations, the managers",2,0
305," It is a beautiful setting, calm and soothing. It is a moment of reconciliation with nature at luxury. It is simply at the top!",5,1
306," Beauty in every detail, beautiful!",5,1
307,"Very nice place! Lovely and helpful stuff, nice food, paradise surroundings. I Recommend to all romantics who seek remote genuine rural place for relaxing holiday with a little of ""western"" comfort. Very well done renovation.",5,1
308,"Really enjoyed our stay here. Its not a 5 star hotel but a tranquil beautifully designed place with a small pool and lots of good lounging areas. There wasn't much choice in the restaurant but the food we had was good, and the staff were …",5,1
309,"Very chill place, good food, nice persons. Vacation.",4,1
310,Well if you just want a place to see the sea...,1,0
311,Fabulous,5,1
312,It is nice so peace full,5,1
313,so relaxed. . with top personnel! !,5,1
314," One of the best Ifaty tables if not the best. Relentless home, similar service and a matching kitchen. I recommend the grilled cicada, a perfect cooking.",5,1
315," Boutique hotel on the perfect beach. Few rooms Chill-out decoration, very cozy and relaxing. Small pool with good views. The restaurant fails a bit, and maybe at night people feel noise.",5,1
316,"(Translated by Google) Nice bungalow, terrace with soft sofa, armchair with pillow, ladder for drying clothes and swimwear.
Breakfasts are ok. Dinner: not haute cuisine, but tasty, more home-style, …",5,1
